症状,草药
[338],"[138, 427, 428, 504, 535, 546, 547, 593, 597, 604, 655, 677, 703]"
"[236, 266]","[138, 475, 490, 516, 755]"
[236],"[52, 138, 427, 434, 441, 446, 504, 546, 659]"
"[86, 353]","[138, 184, 427, 429, 446, 477, 504, 546, 557, 597, 641, 677, 729, 768]"
"[86, 308]","[138, 276, 477, 504, 520, 546, 571, 641, 659, 666, 677]"
[282],"[129, 138, 167, 180, 209, 292, 426, 427, 659, 677]"
[308],"[138, 276, 425, 547, 574, 641, 659, 666]"
"[193, 348]","[138, 535, 641, 659, 677, 711, 775]"
[338],"[138, 427, 557, 593, 641, 677, 711]"
[106],"[138, 209, 276, 426, 427, 504, 546, 571, 649, 659, 666, 677]"
"[274, 348]","[138, 276, 426, 427, 593, 641, 659, 666, 775]"
[236],"[138, 212, 427, 546, 604, 655, 659, 666, 691]"
[282],"[138, 427, 429, 574, 597, 659, 711]"
"[240, 274]","[138, 276, 395, 430, 659, 666]"
"[266, 363]","[138, 203, 467, 514, 574, 659, 676, 677]"
[293],"[138, 415, 427, 429, 475, 504, 597, 641, 659, 666, 677, 708, 711]"
"[199, 371]","[138, 575, 659, 729, 763]"
[329],"[138, 276, 427, 430, 574, 711, 775]"
[308],"[138, 425, 430, 763, 781]"
[236],"[109, 138, 150, 429, 574, 597, 703, 742, 763]"
[227],[138]
[246],"[131, 138, 323, 477, 490, 641, 677, 785]"
[363],"[138, 449, 769]"
[363],"[85, 104, 138, 504, 546, 769]"
[266],"[103, 659, 677]"
"[10, 282, 338, 389]","[129, 138, 180, 209, 426, 427, 490, 517, 659, 677, 699]"
[245],"[138, 276, 428, 574, 641, 729, 742]"
"[106, 348, 349]","[138, 276, 425, 546, 659, 742, 775, 799]"
[266],[138]
"[308, 348]","[138, 276, 395, 430, 477, 547, 574, 593, 659, 729]"
"[274, 308]","[48, 138, 276, 387, 430, 446, 504, 574, 641, 659, 763]"
[14],"[138, 276, 430, 641, 659, 729, 742, 763]"
[389],"[138, 427, 430, 547, 659]"
"[338, 389]","[138, 184, 426, 427, 517, 554, 659, 666, 677]"
[348],"[138, 426, 427, 504, 574, 597, 641, 659, 666, 711, 775]"
"[10, 338, 389]","[138, 184, 239, 426, 427, 429, 517, 554]"
"[14, 296]","[138, 427, 504, 547, 641, 659, 742, 763]"
[308],"[109, 138, 276, 387, 425, 430, 574, 593, 659, 742]"
[308],"[138, 425, 504, 574, 641, 729, 775]"
[137],"[138, 275, 409, 444, 574, 777]"
[266],"[516, 758]"
"[274, 367]","[61, 293, 359, 444, 451, 659, 700, 710, 758]"
"[274, 367]","[138, 290, 352, 428, 474, 504, 556, 568, 574, 575, 641, 700, 735, 742, 758, 775, 777]"
[305],"[293, 451, 659, 700, 758]"
"[274, 367]","[290, 352, 428, 504, 556, 568, 574, 575, 641, 700, 735, 742, 758, 775, 777]"
[245],"[66, 147, 572]"
[274],"[138, 395, 427, 430, 547, 642, 645, 775]"
[231],"[203, 229, 438, 546, 605, 626, 652, 653]"
[165],"[27, 109, 203, 268, 272, 423, 425, 546, 652, 653, 658, 670]"
"[231, 294]","[511, 517, 605, 666, 676, 677]"
"[218, 309]","[155, 434, 437, 438, 441, 442, 507, 544, 545, 621, 659]"
[208],"[427, 652, 653, 655, 711]"
[299],"[640, 677, 710, 724]"
[175],"[490, 513]"
[363],"[208, 442, 508, 605, 621, 659]"
[389],"[415, 416, 554, 597, 659, 701]"
[389],"[37, 463, 472, 475, 564, 568, 654]"
[389],"[145, 463]"
[389],"[37, 427, 429, 557, 563, 597, 643, 666, 700, 701]"
[389],"[441, 449, 467, 546, 654, 775]"
[389],"[66, 467, 478, 546, 573, 654, 785]"
[389],"[138, 427, 430, 547, 659]"
[389],"[46, 66, 427, 441, 554, 597, 599, 649, 659, 666, 699, 701]"
"[41, 389]","[37, 39, 472, 563, 564, 568]"
[348],"[431, 639, 659, 724]"
"[283, 328]","[423, 628, 666, 688]"
[261],"[442, 472, 477, 490, 529, 584, 718, 723, 729]"
"[80, 367]","[160, 452, 477, 490, 501, 529, 581, 718, 719, 723, 729, 745, 784]"
[165],"[477, 581, 583, 654, 745, 784]"
"[210, 299, 308, 367]","[515, 525, 640, 729]"
[17],"[148, 229, 467, 472, 475, 508, 522, 538, 677]"
[253],"[415, 522, 730, 773, 786]"
[314],"[184, 426, 525, 604, 655, 659, 666, 670, 671, 691, 769]"
[247],"[184, 255, 276, 525, 546, 552, 611, 640, 659, 666, 677]"
[314],"[184, 422, 670]"
"[274, 367]","[61, 293, 359, 444, 451, 659, 700, 710, 758]"
[314],"[184, 323, 422]"
[305],"[293, 451, 659, 700, 758]"
[195],"[517, 655, 666, 676]"
[314],"[184, 426, 427, 517, 633, 675, 677, 769]"
"[10, 56]","[184, 517, 554, 640, 659, 666, 677]"
[17],"[28, 141, 151, 292, 328, 429, 555, 574, 575, 703, 704]"
"[28, 377]","[109, 179, 243, 426, 427, 429, 437, 467, 517, 604, 659, 701, 703, 704, 710, 729, 775]"
[389],"[73, 436, 442, 504, 640, 655, 666, 677]"
[354],"[37, 46, 89, 441, 485, 589, 633, 637, 638, 723, 745, 784]"
[208],"[532, 640, 653, 677]"
[208],"[205, 442, 546, 575, 640, 655, 659, 666, 677, 777]"
[208],"[575, 659, 777]"
[315],"[467, 472, 574, 575, 659, 729, 742]"
[299],[272]
[261],"[427, 444, 596, 655, 729, 739]"
"[80, 367]","[427, 437, 444, 597, 605, 611, 711]"
"[130, 357]","[34, 193, 208, 436, 438, 442, 478, 490, 508, 546, 603, 604, 621, 633, 638, 655, 659, 666]"
[10],"[262, 441, 546, 604, 605, 611, 649, 655, 666]"
[376],"[525, 604]"
[253],"[415, 522, 730, 773, 786]"
"[138, 367]","[167, 255, 395, 415, 427, 429, 472, 514, 517, 538, 557, 589, 601, 611, 654, 677, 711]"
"[10, 138]","[37, 46, 99, 429, 472, 475, 522, 523, 538, 557, 563, 566, 568, 589]"
[323],"[426, 427, 574, 593, 597, 604, 605, 655, 659, 666, 677, 699, 711, 769, 775]"
[338],"[272, 427, 457, 535, 604, 633, 642, 711, 775]"
"[10, 338]","[427, 535, 574, 604, 633, 659, 666, 711, 769]"
[323],"[426, 427, 535, 574, 593, 597, 604, 633, 655, 657, 659, 666, 711, 769]"
[242],"[543, 711]"
"[138, 338, 389]","[138, 426, 427, 428, 430, 659, 711]"
"[211, 369]","[427, 517, 535, 574, 604, 655, 659, 666, 682, 711, 769]"
"[10, 338]","[426, 427, 597, 604, 677, 699, 711]"
[293],"[255, 446, 456, 574, 596, 597, 605, 655, 666, 677, 740, 769]"
[198],"[433, 525, 670, 675]"
[247],"[441, 445, 517, 605, 659, 675, 677]"
[314],"[433, 525, 670, 675]"
[382],"[272, 641, 675, 677]"
[348],"[429, 670, 675, 711, 745]"
[314],"[167, 323, 427, 525, 546, 593, 597, 641, 670, 675, 677, 729]"
[208],"[212, 653, 659, 666, 675]"
"[314, 363]","[450, 511, 675, 676, 677, 799]"
[382],"[272, 641, 675, 677]"
"[61, 247]","[441, 445, 605, 659, 675, 677]"
"[208, 308, 349, 367]","[110, 121, 212, 272, 444, 450, 456, 659, 675]"
[195],"[450, 511, 675, 676, 677]"
[304],"[574, 675, 677, 769]"
[246],"[85, 99, 429, 441, 517, 525, 546, 641, 659, 675, 677, 705, 745]"
[314],"[85, 519, 611, 670, 675, 676, 677]"
[211],"[209, 212, 427, 429, 546, 659, 666, 675, 677]"
"[198, 254]","[525, 675]"
[382],"[640, 675, 677]"
[376],"[255, 426, 427, 428, 441, 517, 597, 649, 659, 666, 677, 710, 769]"
[80],"[131, 535, 548, 785]"
"[253, 274]","[150, 475, 730, 773]"
[80],[469]
"[276, 363]","[196, 276, 438, 546, 605, 626, 633, 655, 666]"
[199],"[426, 427, 535, 604, 659, 666, 677, 699, 711, 775]"
[344],"[230, 422, 514, 517, 518, 659, 675, 676, 677, 737]"
[208],"[66, 196, 427, 441, 444, 468, 498, 525, 593, 597, 604, 605, 625, 640, 642, 653, 654, 670, 677]"
[389],"[427, 442, 457, 535, 604, 633, 642, 682, 711, 775]"
[246],"[70, 442, 517, 781, 784]"
[358],"[138, 260, 571, 573, 642, 651, 666, 688, 692]"
[299],[575]
[299],"[475, 730]"
"[274, 348]","[557, 568, 711]"
"[80, 299, 363]","[203, 549, 775]"
[266],"[203, 212, 511, 514, 604, 605, 652, 659, 675, 677]"
[363],"[184, 511, 518, 675, 676, 677, 705]"
[314],"[180, 426, 641, 670, 671, 675]"
[262],"[467, 574, 575, 729, 763]"
[262],[501]
[258],"[314, 476, 575, 700, 730]"
[26],"[474, 730, 773, 775]"
[308],"[467, 613, 659]"
"[202, 266, 363]","[67, 85, 425, 429, 475, 477, 490, 519, 523, 524, 525, 552, 641, 651, 654, 677, 729, 761, 768]"
"[269, 308, 363]","[36, 196, 425, 427, 477, 490, 492, 517, 519, 552, 557, 563, 604, 605, 641, 651, 655, 666, 677, 678, 705, 723]"
[283],"[467, 575, 651, 729, 784]"
[369],"[46, 415, 475, 571, 651]"
[367],"[415, 427, 472, 475, 557, 568, 654, 659, 666]"
[274],"[37, 538, 563, 651]"
[236],"[66, 109, 212, 230, 276, 387, 423, 522, 546, 642, 649, 651, 654, 666]"
[80],[651]
[80],[651]
"[138, 242]","[212, 253, 478, 490, 517, 523, 525, 604, 611, 651, 666, 675, 676, 677, 691]"
[253],"[37, 230, 349, 415, 472, 474, 475, 554, 557, 563, 564, 568, 573, 625, 651]"
[369],"[349, 423, 651, 654, 659, 666]"
"[80, 185, 193]","[117, 467, 501, 548, 611, 651, 786]"
"[349, 369]","[37, 89, 415, 475, 522, 557, 563, 568, 643, 651, 655, 701]"
[383],"[85, 99, 203, 475, 478, 490, 496, 508, 522, 557, 563, 568, 589, 651, 677]"
[80],"[523, 651, 723, 729, 745]"
[308],"[85, 516, 523, 641, 651, 677, 718, 768]"
[363],"[490, 541, 548, 549, 641, 651, 677]"
[308],"[85, 101, 501, 516, 523, 524, 641, 651, 677, 687]"
[154],"[475, 649, 651, 654, 659, 666, 676]"
[86],"[590, 641, 651, 677, 729]"
[363],"[85, 323, 490, 523, 525, 651, 677]"
[266],"[516, 524, 525, 641, 651, 677, 718, 729, 768]"
[204],"[85, 104, 323, 498, 516, 641, 677, 703, 718, 723]"
[210],"[96, 442, 517, 651, 653, 654, 659, 666, 710]"
"[369, 389]","[37, 89, 415, 475, 522, 557, 563, 568, 643, 651, 701]"
[262],"[105, 162, 460, 549, 651]"
[369],"[654, 769]"
[80],"[651, 666]"
[262],"[425, 504, 547, 548, 568, 574, 641, 651, 659, 719, 745, 758]"
[377],"[474, 651]"
"[363, 369]","[37, 89, 415, 504, 522, 557, 563, 651]"
[363],"[552, 651, 729]"
"[266, 328, 389]","[66, 415, 553, 640, 649, 651, 654, 666]"
[86],"[590, 641, 651, 677, 729]"
[363],"[85, 323, 516, 523, 524, 641, 651, 687]"
[204],"[85, 104, 323, 498, 516, 641, 677, 703, 718, 723]"
[123],"[96, 522, 604, 651, 654, 666, 677]"
[369],"[38, 349, 415, 472, 475, 554, 573, 651, 654]"
[308],"[475, 478, 504, 546, 651, 659]"
[253],"[349, 423, 475, 478, 504, 546, 651, 659]"
[47],"[349, 475, 546, 563, 568, 651, 654]"
[367],"[37, 281, 349, 415, 427, 429, 444, 472, 475, 546, 554, 557, 563, 568, 573, 651, 654, 659, 666]"
[41],"[349, 415, 472, 475, 563, 568, 651, 654]"
"[165, 242, 246, 286]","[104, 180, 212, 323, 485, 511, 517, 521, 604, 640, 641, 655, 666, 677, 691, 705]"
"[208, 332]","[546, 649, 651, 659, 666, 688]"
[247],"[70, 425, 544, 546, 651, 659, 666, 677]"
[31],"[8, 117, 503, 541, 548, 573, 651, 654, 659, 677]"
"[196, 266, 276, 353, 372, 376]","[66, 209, 230, 272, 415, 467, 642, 649, 651, 654, 659, 666, 677]"
"[369, 389]","[37, 46, 395, 429, 441, 472, 475, 557, 563, 568, 604, 642, 651, 654, 700, 784]"
[23],"[475, 523, 597, 611, 640, 651, 659, 677]"
"[14, 367]","[281, 546, 645, 651, 692, 775, 777]"
"[196, 358]","[138, 649, 651, 659, 666]"
"[10, 57, 165, 363]","[85, 184, 212, 253, 415, 478, 490, 517, 522, 523, 604, 611, 651, 654, 666, 675, 676, 677]"
[199],"[209, 571, 651, 666]"
[262],"[463, 472, 651, 654, 685]"
"[10, 193, 211, 274, 389]","[472, 474, 475, 554, 566, 571, 651, 654, 700]"
"[71, 338]","[85, 99, 507, 508, 516, 520, 611, 651, 729]"
[341],"[203, 573, 644, 651, 652, 791, 792]"
[308],"[349, 415, 423, 449, 496, 504, 546, 573, 643, 651, 654, 659, 666, 685]"
"[242, 283]","[272, 546, 666]"
"[208, 349, 367]","[272, 478, 546, 651, 666]"
[242],"[273, 275, 276, 546, 666]"
"[207, 278, 367, 376]","[442, 525, 655, 666, 688, 692]"
[175],"[174, 179, 180, 393, 427, 659, 710, 763]"
[367],"[37, 281, 349, 415, 427, 429, 444, 472, 475, 546, 554, 557, 563, 568, 573, 651, 654, 659, 666]"
[367],"[121, 212, 442, 659]"
"[165, 242, 246, 286]","[104, 180, 212, 323, 485, 511, 517, 521, 604, 640, 641, 655, 666, 677, 691, 705]"
[352],"[28, 250, 258, 263, 422, 442, 482, 525, 661, 663, 666, 671, 677]"
"[130, 196, 304]",[546]
[262],"[233, 719]"
"[208, 266, 314]","[30, 230, 255, 256, 263, 265, 546]"
"[211, 349, 367]","[349, 423, 472, 475, 478, 504, 651, 761]"
"[312, 314, 328]",[422]
[262],"[700, 719]"
[23],"[475, 523, 597, 611, 640, 651, 659, 677]"
[262],"[46, 50, 179, 416, 475, 599, 719, 729]"
[262],"[475, 527, 659, 719, 729]"
[262],"[475, 571, 605, 654, 659, 719]"
"[346, 363]",[719]
[262],"[472, 719]"
[262],"[158, 504, 719]"
[262],"[548, 719]"
[262],"[659, 719]"
[262],"[103, 508, 568, 719]"
[262],"[719, 784]"
[262],"[46, 50, 179, 416, 475, 599, 719, 729]"
[208],"[230, 253, 255, 256, 265, 421, 423, 546, 649, 670]"
[262],"[472, 719]"
[110],"[626, 719]"
[376],"[212, 265, 423, 546, 575, 628, 666, 777]"
[296],"[255, 425, 517, 640, 677, 729]"
[271],"[546, 652, 666]"
"[165, 196, 208, 354, 367]","[525, 605]"
[314],"[477, 504, 525, 605]"
[153],"[525, 605, 677]"
[296],"[28, 218]"
[271],"[540, 801]"
[363],"[436, 439, 442, 477, 490, 494, 637, 640, 659, 723]"
[363],"[596, 605]"
"[80, 246]","[121, 540]"
"[14, 80, 246]","[85, 99, 131, 196, 466, 490, 501, 604, 745, 775, 785]"
[267],"[203, 604, 605, 626]"
[138],[437]
[312],"[612, 784]"
[80],"[85, 99, 131, 406, 466, 501, 604, 612, 677, 719, 745, 775, 785]"
[246],"[542, 593, 612, 615, 655, 659]"
[208],"[207, 612]"
[307],"[438, 604]"
[363],"[436, 546, 605, 611, 638, 655, 659, 666]"
"[138, 348]","[183, 195, 233, 239, 427, 429, 437, 472, 517, 557, 563, 597, 654, 677, 691, 710, 711]"
[237],"[34, 384, 441, 445, 467, 504, 507, 730, 742]"
[363],"[441, 546, 655, 659, 666, 740]"
[348],"[729, 775]"
[363],"[436, 546, 605, 611, 638, 655, 659, 666]"
"[135, 290]","[239, 605, 611, 655, 666]"
"[207, 367]","[441, 442, 546, 633, 640, 659, 682, 699, 707, 711]"
[165],"[84, 436, 467, 498, 507, 547, 677, 700, 710]"
[313],"[428, 633, 657, 659, 682, 711, 769]"
"[282, 323]","[428, 633, 707, 769]"
[305],"[427, 428, 430, 641, 659, 682]"
"[346, 376]","[425, 428, 444, 659, 769]"
[367],"[212, 467, 574, 659, 769, 775]"
[367],"[286, 456, 597, 604, 605]"
[367],"[212, 441, 456, 605, 641, 659, 711]"
[262],[469]
[367],"[23, 366, 659, 688, 703]"
[232],"[203, 467, 474, 575, 613, 791]"
[306],"[197, 666]"
[387],"[226, 444, 478, 546, 606, 659, 666]"
[17],"[148, 467, 472, 475, 508, 522, 523, 538, 677, 800]"
[363],"[425, 438, 463, 467, 604, 605, 633]"
[157],"[141, 153, 389]"
"[290, 330]","[281, 633, 685]"
[349],"[275, 276, 575, 640, 677, 763, 777]"
[237],"[415, 474, 490, 562]"
"[10, 211, 253, 270, 274, 282, 313, 338, 348, 367]","[415, 475, 557, 563, 568, 654]"
[389],"[147, 203, 387, 415, 427, 429, 574, 593, 641, 653, 659, 677, 711, 729, 775]"
[306],"[267, 516, 519, 525, 651, 675, 677, 729]"
"[165, 314, 338]","[445, 490, 504, 507, 611, 659, 677]"
[262],"[468, 472, 654]"
[210],"[215, 468]"
[262],"[253, 272, 422, 546]"
"[283, 367]","[140, 201, 474, 478, 621, 654, 700, 761]"
[237],"[468, 472, 523, 546]"
[88],"[349, 472, 474, 475, 522, 523, 530, 631, 724, 729, 791, 792]"
[165],"[65, 203, 468, 472, 475, 483, 490, 522, 523, 573, 651, 654, 702, 705, 792]"
[352],"[468, 490, 508]"
"[88, 197, 262]",[582]
"[197, 262]","[522, 523, 538, 582, 787, 792]"
"[206, 299]","[91, 340, 359, 640, 724, 736, 737, 755]"
"[165, 344, 363]","[437, 438, 605]"
[363],"[438, 546, 605, 625]"
[236],"[255, 272]"
[314],"[438, 468, 485, 553, 555, 604, 633]"
[354],"[197, 208, 475, 478, 508, 604, 655, 677, 718]"
[363],"[604, 605]"
[312],[272]
[290],"[286, 456, 462, 597, 604, 605]"
[307],"[438, 604]"
[289],[705]
[348],"[490, 597, 604]"
[314],"[253, 262, 485, 555, 604]"
[354],"[197, 208, 475, 478, 508, 604, 655, 677, 718]"
"[208, 276]","[66, 212, 442, 477, 604, 605, 745]"
[363],[606]
[363],"[441, 604, 605, 659]"
[363],"[604, 605]"
"[363, 376]","[477, 604, 605, 655]"
"[210, 312]","[463, 465, 633, 707]"
[348],"[490, 597, 604]"
[293],"[323, 425, 438, 444, 546, 574, 597, 605, 633, 769]"
"[254, 383]","[208, 433, 606]"
[147],"[84, 196, 425, 492, 682]"
"[199, 246]",[599]
[325],"[597, 603, 700, 710]"
[363],"[436, 438, 485, 490, 498, 546, 626, 677]"
[363],"[70, 436, 438, 449, 477, 490, 507, 605, 607, 611, 626, 659]"
"[328, 363]","[477, 607, 626]"
[246],"[612, 784]"
[306],[707]
[363],"[436, 437, 490, 546, 605, 655, 666]"
[363],"[193, 197, 203, 208, 436, 438, 441, 490, 508, 604, 605, 621, 633, 638, 659, 715]"
"[269, 363]","[208, 438, 638, 655]"
"[358, 363]","[32, 604, 605, 707]"
[222],"[605, 637]"
[363],"[70, 436, 438, 449, 477, 490, 507, 605, 607, 611, 626, 659]"
"[165, 231]",[516]
[294],[475]
[210],[652]
"[355, 367]",[685]
"[259, 367]","[30, 272, 430, 633, 699]"
[86],"[464, 472]"
[294],[475]
[389],"[426, 427, 429, 517, 557, 597, 643, 666, 710]"
[363],"[436, 438, 442, 467, 485, 490, 504, 507, 659, 742, 769]"
"[290, 313, 348]","[427, 429, 517, 640, 659, 705, 711]"
[363],"[507, 519, 520, 521]"
[226],"[393, 425, 442, 640, 677, 742, 763]"
"[308, 328]","[393, 451, 546, 637, 638, 666, 688, 763]"
"[290, 306]","[233, 425, 492, 655]"
"[290, 313]","[434, 437, 438, 439, 441, 445, 546, 626]"
[175],"[125, 575, 611, 659, 742]"
[262],"[430, 446, 447, 490, 659, 677, 729, 742, 758, 763, 769]"
[290],"[103, 162, 323, 359, 393, 427, 442, 444, 517, 522, 523, 677, 705, 758]"
[262],"[46, 427, 475, 677, 729]"
[208],"[425, 442, 640, 655, 677, 710, 742]"
[389],"[535, 544, 655, 710]"
"[267, 328]","[425, 688, 763]"
[348],"[58, 131, 425, 507, 517, 640, 659, 705]"
[314],"[479, 745, 784]"
"[217, 367]","[441, 444, 447, 659]"
[328],"[369, 393, 444, 447, 504, 659, 677, 711]"
"[207, 378]","[256, 262, 423, 425, 441, 546, 622, 649, 655, 659]"
"[217, 367]","[441, 442, 444, 546, 574, 659, 688]"
"[14, 363]","[196, 438, 441, 477, 504, 517, 546, 604, 659, 677, 699]"
"[247, 348]","[393, 442, 546, 574, 637, 638, 659, 710, 763, 775]"
[290],"[449, 494, 519, 544, 547]"
[367],"[425, 441, 504, 640, 655, 659, 677, 700]"
[308],"[99, 436, 441, 490, 517, 659, 666, 677, 718, 769]"
[262],"[99, 200, 522, 523, 566, 588, 659, 677]"
[164],"[239, 425, 441, 442, 520, 633, 677]"
[138],"[36, 37, 38, 166, 179, 255, 267, 415, 427, 474, 490, 507, 517, 519, 520, 522, 525, 546, 564, 566, 574, 588, 597, 604, 641, 655, 658, 677, 682, 711]"
[308],"[99, 436, 441, 490, 517, 659, 666, 677, 718, 769]"
[185],"[99, 436, 441, 490, 498, 517, 633, 659]"
[389],"[58, 425, 640, 659, 677, 688, 742]"
[337],"[85, 99, 436, 507]"
[193],"[433, 441, 520, 522, 523, 526, 671, 675, 682, 724, 792]"
[219],"[58, 359, 604, 666, 677]"
[306],"[39, 70, 197, 467, 503, 507, 518, 519, 544, 677]"
[193],"[535, 745]"
[246],"[131, 196, 477, 490, 504, 519, 546, 641, 723, 745]"
"[286, 363]","[490, 492, 530, 605, 633, 659, 677, 718]"
"[246, 365]","[131, 149, 442, 477, 490, 492, 535, 544, 546, 666, 677, 699, 745]"
[367],"[196, 286, 427, 444, 456, 462, 501, 546, 597, 605, 659, 666]"
[367],"[286, 426, 427, 441, 456, 501, 519, 596, 597, 604, 655, 657, 659, 666, 677, 691, 708, 711]"
[367],"[196, 286, 456, 462, 596, 597, 605, 699]"
[367],"[286, 659, 699, 711]"
[367],"[121, 286, 425, 699, 711]"
"[57, 367]","[121, 286, 444, 456, 699, 775, 777]"
"[246, 274, 306, 367]",[568]
[367],"[212, 286, 456, 501, 605]"
[259],"[129, 444, 659]"
[367],"[30, 146, 212, 275, 286, 419, 456, 546, 605, 659, 666, 699]"
[367],"[276, 286, 456, 546, 659, 699, 711]"
"[193, 367]","[99, 441, 477, 490, 492, 745]"
[367],"[149, 212, 286, 428, 430, 440, 446, 449, 452, 456, 519, 535, 645, 655, 657, 659, 711, 729, 769, 777]"
"[57, 274, 367]","[444, 456, 659]"
[276],"[441, 659, 666]"
[367],"[121, 286, 425, 699, 711]"
[367],"[73, 212, 444, 456, 477, 504, 546, 655, 659, 666]"
"[246, 274, 306, 367]",[568]
[367],"[286, 427, 456, 501, 597, 604, 605, 659, 699]"
"[193, 276]","[275, 286, 456, 605, 659, 666, 699]"
[367],"[30, 146, 212, 275, 286, 419, 456, 546, 605, 659, 666, 699]"
[367],"[276, 286, 456, 546, 659, 699, 711]"
[367],"[286, 426, 427, 441, 456, 501, 519, 597, 633, 655, 659, 666, 677, 691, 708, 711]"
"[193, 276]","[275, 286, 456, 659, 666, 699]"
[217],"[48, 131, 138, 275, 276, 286, 387, 415, 419, 425, 427, 444, 452, 477, 490, 574, 577, 645, 659, 666, 699, 729, 742, 799]"
[367],"[286, 452, 456, 546, 659, 699]"
"[193, 308, 367]","[275, 286, 456, 659, 699, 775]"
[246],"[149, 286, 441, 752]"
"[210, 246, 306]","[121, 286, 452, 456, 546, 626, 645, 676, 699]"
[367],[286]
[367],"[212, 286, 659, 699, 777, 799]"
[367],"[286, 456]"
[367],"[286, 452, 456, 546, 659, 699]"
"[193, 308, 367]","[275, 286, 456, 659, 699, 775]"
[367],"[48, 286, 440, 446, 456, 659, 711, 775, 799]"
[367],"[48, 212, 275, 286, 444, 456, 535, 546, 659]"
"[217, 348, 367]","[286, 441, 556, 659, 676, 699, 711, 777]"
[367],"[46, 286, 659, 676]"
[367],[286]
"[193, 367, 376]","[149, 212, 286, 425, 546, 552, 597, 611, 659, 666, 699, 777]"
[367],"[286, 456]"
[367],"[286, 659, 699]"
[367],"[286, 659, 676, 777]"
"[87, 175, 232]","[474, 538, 630, 652, 791]"
"[299, 367]","[286, 452, 456, 605, 655, 659, 666]"
[193],"[149, 711, 799]"
[367],[286]
[367],"[200, 286]"
"[276, 367]","[286, 437, 442, 575, 659, 677, 752]"
[278],"[121, 212, 276, 286, 445, 456, 546, 659, 666, 677, 769, 777]"
[367],"[286, 463, 626, 659, 666]"
"[138, 165]","[27, 233, 256, 525, 546, 677]"
"[165, 299]","[37, 99, 153, 472, 475, 490, 508, 511, 522, 523, 601, 604, 606, 652, 654, 666]"
"[254, 363]","[433, 448, 483, 490, 536, 547, 548, 597, 714, 729]"
[217],[536]
[345],"[490, 710]"
[296],"[655, 659, 666]"
[348],"[180, 276, 659, 775, 799]"
[282],"[138, 666, 707]"
"[211, 348]","[129, 276, 395, 427, 571, 649, 659, 775]"
"[348, 349]","[138, 425, 775, 799]"
[345],"[490, 710]"
[348],"[180, 276, 659, 775, 799]"
[348],"[425, 428, 574, 659, 711, 769]"
[345],"[428, 546, 574, 596, 742, 769]"
[259],"[428, 441, 467, 633, 659]"
[274],"[109, 387, 428, 659]"
[283],"[275, 276, 387, 415, 428, 546, 571, 659, 666, 711]"
[348],"[276, 428, 571, 659, 717, 769, 775]"
"[306, 308]","[428, 450, 666, 688, 707, 717, 742, 777]"
[389],"[416, 425, 428, 429, 430, 504, 554, 574, 659, 699, 711, 729, 769, 775]"
"[290, 313]","[428, 641, 707, 711]"
"[348, 367]","[425, 427, 444, 659, 710]"
[266],"[428, 442, 574, 659, 711, 777]"
"[313, 346]","[428, 444, 659, 711, 769]"
"[306, 308]","[428, 450, 666, 688, 707, 717, 742, 777]"
"[338, 389]","[426, 427, 428, 517, 535, 544, 546, 659, 666, 677]"
[315],"[428, 430, 593, 633, 641, 659, 705, 710]"
[325],"[428, 430, 641, 659]"
[274],"[428, 707]"
[348],"[428, 574, 659, 666, 775]"
"[171, 345]","[428, 574, 641, 659, 711, 775]"
[308],"[276, 428, 477, 504, 659, 729]"
"[348, 349]","[425, 428, 574, 659, 775, 777]"
[202],"[276, 428, 441, 546, 655, 659, 666]"
[363],"[677, 707]"
"[274, 308, 348]","[428, 574, 641, 659, 711, 775]"
